Orthogroup	1	2	3	4	5	6	7	8	9	10
OG0003314	GO:0005509; GO:0051015; GO:0051017 (25)	GO:0004725; GO:0005737; GO:0005884; GO:0032432; GO:0051015; GO:0051017; GO:0051639 (22)								
OG0003315	GO:0016020 (47)									
OG0003316	None									
OG0003317	GO:0004149; GO:0006099; GO:0033512; GO:0045252 (25)	GO:0004149; GO:0005739; GO:0006099; GO:0033512; GO:0045252 (21)	GO:0004149; GO:0006099; GO:0045252 (1)							
OG0003318	GO:0005524; GO:0016887; GO:0051082; GO:0140662 (47)									
OG0003319	GO:0003729; GO:0003735; GO:0005840; GO:0006412; GO:0017148; GO:0022625 (25)	GO:0003735; GO:0006412; GO:0015934 (22)								
OG0003320	GO:0000398; GO:0005634 (47)									
OG0003321	GO:0003993; GO:0004726; GO:0005737; GO:0006470 (30)	GO:0003993; GO:0004725; GO:0006470; GO:0016874 (17)								
OG0003322	GO:0001054; GO:0001056; GO:0003677; GO:0005666; GO:0005736; GO:0046983 (41)	GO:0000428; GO:0001054; GO:0001056; GO:0046983 (6)								
OG0003323	GO:0000159; GO:0019888 (47)									
OG0003324	None									
OG0003325	GO:0003723 (47)									
OG0003326	GO:0004865; GO:0005634; GO:0008157; GO:0032515 (47)									
OG0003327	GO:0005737; GO:0006457; GO:0019901; GO:0031072; GO:0050821; GO:0051082; GO:0051087; GO:0051301 (24)	GO:0005737; GO:0019901 (23)								
OG0003328	GO:0004587; GO:0030170; GO:0050155; GO:0055129 (20)	GO:0008483; GO:0030170 (17)	GO:0004587; GO:0030170 (3)	GO:0004587; GO:0030170; GO:0055129 (2)	GO:0004491; GO:0008483; GO:0030170 (2)	GO:0004015; GO:0004141; GO:0005739; GO:0009102; GO:0030170 (2)	GO:0004789; GO:0006782; GO:0008483; GO:0009102; GO:0009228; GO:0009229; GO:0030170; GO:0042286; GO:0051537 (1)			
OG0003329	GO:0006355 (47)									
OG0003330	None									
OG0003331	GO:0003677; GO:0003700; GO:0005634; GO:0006355 (24)	GO:0003677; GO:0003700; GO:0005634 (23)								
OG0003332	GO:0000146; GO:0005524; GO:0005737; GO:0007015; GO:0015629; GO:0016459; GO:0030050; GO:0031982; GO:0051015 (28)	GO:0003774; GO:0003779; GO:0004672; GO:0005524; GO:0006468; GO:0016459 (18)	GO:0003774; GO:0003779; GO:0004672; GO:0005524; GO:0005737; GO:0006468; GO:0007601; GO:0016459; GO:0050896 (1)							
OG0003333	GO:0004148; GO:0050660 (30)	GO:0004148 (16)	GO:0004148; GO:0005739; GO:0045252; GO:0050660 (1)							
OG0003334	None									
OG0003335	None									
OG0003336	GO:0003735; GO:0005840; GO:0006412; GO:1990904 (47)									
OG0003337	None									
OG0003338	GO:0003735; GO:0005840; GO:0006412; GO:1990904 (45)	GO:0003735; GO:0004252; GO:0005840; GO:0006412; GO:0006508; GO:0016020; GO:1990904 (2)								
OG0003339	GO:0005093; GO:0005096; GO:0005737; GO:0007264; GO:0015031 (28)	GO:0005093; GO:0005096; GO:0005737; GO:0007264; GO:0015031; GO:0016192 (19)								
OG0003340	GO:0005737; GO:0006508; GO:0046872; GO:0070006 (35)	GO:0004239; GO:0005737; GO:0006508; GO:0046872; GO:0070006 (12)								
OG0003341	GO:0004674; GO:0005524; GO:0005634; GO:0005829; GO:0005956; GO:0008353; GO:0018105; GO:0018107; GO:0051726 (32)	GO:0004674; GO:0005524; GO:0006468 (15)								
OG0003342	GO:0016020; GO:0072657 (35)	GO:0016020 (12)								
OG0003343	None									
OG0003344	GO:0009058; GO:0016779 (47)									
OG0003345	GO:0003723; GO:0003735; GO:0006412; GO:0015935 (47)									
OG0003346	GO:0005634; GO:0016429; GO:0030488; GO:0031515 (31)	GO:0005634; GO:0016429; GO:0031515 (15)	GO:0016429; GO:0031515 (1)							
OG0003347	None									
OG0003348	None									
OG0003349	GO:0015012; GO:0015016; GO:0016020; GO:0016787; GO:0030210 (29)	GO:0005794; GO:0015014; GO:0015016; GO:0016020; GO:0019213; GO:0030210 (16)	GO:0015016; GO:0016020; GO:0016787 (2)							
OG0003350	GO:0002009; GO:0004713; GO:0004715; GO:0005524; GO:0006468; GO:0018108; GO:0065008 (37)	GO:0002009; GO:0004715; GO:0005524; GO:0018108; GO:0065008 (9)	GO:0002009; GO:0004715; GO:0005524; GO:0006468; GO:0065008 (1)							
OG0003351	GO:0005747; GO:0006120; GO:0008137; GO:0048038; GO:0051287 (35)	GO:0016651; GO:0048038; GO:0051287 (12)								
OG0003352	GO:0005049; GO:0005634 (47)									
OG0003353	GO:0000122; GO:0005634; GO:0005667; GO:0007399; GO:0030274; GO:0045944 (47)									
OG0003354	None									
OG0003355	GO:0004521; GO:0004674; GO:0005524; GO:0006397; GO:0006468; GO:0036498; GO:0051082; GO:0070059; GO:1990604 (30)	GO:0004521; GO:0004674; GO:0005524; GO:0006397; GO:0006468; GO:0016020; GO:0030968 (17)								
OG0003356	None									
OG0003357	None									
OG0003358	GO:0002009; GO:0004715; GO:0005524; GO:0006468; GO:0065008 (34)	GO:0004713; GO:0005524; GO:0006468 (13)								
OG0003359	None									
OG0003360	GO:0004623; GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (30)	GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (17)								
OG0003361	GO:0004144; GO:0005886; GO:0019432; GO:0047196 (19)	GO:0004144; GO:0019432 (14)	GO:0004144 (9)	GO:0004144; GO:0016020; GO:0045017 (4)						
OG0003362	GO:0000978; GO:0003700; GO:0005634; GO:0006357 (33)	GO:0003700; GO:0005634; GO:0043565 (13)								
OG0003363	GO:0004725; GO:0006470; GO:0048666 (47)									
OG0003364	GO:0004842; GO:0016567 (47)									
OG0003365	GO:0005085; GO:0005096; GO:0005634; GO:0005737; GO:0035556; GO:0043547; GO:2000431 (36)	GO:0005085; GO:0005096; GO:0005634; GO:0005737; GO:0043547; GO:2000431 (10)								
OG0003366	None									
OG0003367	GO:0008168; GO:0032259 (47)									
OG0003368	None									
OG0003369	None									
OG0003370	GO:0000724; GO:0016740; GO:0043130 (47)									
OG0003371	GO:0008168 (47)									
OG0003372	None									
OG0003373	GO:0004725; GO:0006470; GO:0008138 (33)	GO:0006470; GO:0008138 (14)								
OG0003374	GO:0016020; GO:0036038; GO:0060271 (47)									
OG0003375	GO:0016020; GO:0019706 (36)	GO:0016020; GO:0016409 (11)								
OG0003376	None									
OG0003377	GO:0004983; GO:0007186; GO:0008188; GO:0016020; GO:0050254 (30)	GO:0004930; GO:0016020 (13)	GO:0004983; GO:0016020 (4)							
OG0003378	GO:0110165 (47)									
OG0003379	GO:0015377; GO:0016020 (39)	GO:0005634; GO:0015377; GO:0016020 (8)								
OG0003380	None									
OG0003381	GO:0016020 (44)	GO:0016020; GO:0016740 (3)								
OG0003382	GO:0004715; GO:0004993; GO:0007187; GO:0007268; GO:0016020; GO:0030425; GO:0030594; GO:0045202 (25)	GO:0004930; GO:0016020 (14)	GO:0004935; GO:0005886 (6)	GO:0004715; GO:0004993; GO:0005886; GO:0007187; GO:0007268; GO:0030425; GO:0030594; GO:0045202 (2)						
OG0003383	GO:0005576; GO:0005886; GO:0006887; GO:0032440; GO:0044218; GO:0044231; GO:0090729 (30)	GO:0005576; GO:0005886; GO:0006887; GO:0044218; GO:0044231; GO:0090729 (10)	GO:0006281; GO:0110165 (6)	GO:0006281; GO:0046872; GO:0110165 (1)						
OG0003384	GO:0016020 (26)	GO:0005886; GO:0007411; GO:0046875; GO:0048013 (21)								
OG0003385	GO:0004422; GO:0052657 (16)	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872; GO:0052657 (16)	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0032264; GO:0046872 (12)	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0046872 (2)	GO:0000166; GO:0004422; GO:0005737; GO:0006166; GO:0016787; GO:0032264; GO:0046872 (1)					
OG0003386	GO:0003677; GO:0005634 (47)									
OG0003387	GO:0010038 (47)									
OG0003388	GO:0015031; GO:0016020; GO:0017119 (47)									
OG0003389	GO:0004364; GO:0016491 (26)	GO:0004364; GO:0004602; GO:0005739; GO:0005777; GO:0006749 (14)	GO:0016491 (7)							
OG0003390	GO:0004169; GO:0005783; GO:0005789; GO:0035269 (29)	GO:0004169; GO:0005789 (16)	GO:0000030; GO:0006493; GO:0016020 (1)	GO:0004169; GO:0016020 (1)						
OG0003391	GO:0004177; GO:0006508 (47)									
OG0003392	GO:0000226; GO:0005737; GO:0005856; GO:0021952; GO:1990535 (41)	GO:0005737; GO:0005856 (6)								
OG0003393	None									
OG0003394	GO:0004198; GO:0005737; GO:0006508; GO:0046872 (22)	GO:0004198; GO:0006508; GO:0046872 (19)	GO:0004198; GO:0006508 (6)							
OG0003395	None									
OG0003396	GO:0000724; GO:0003676; GO:0005524; GO:0005634; GO:0005694; GO:0005737; GO:0006268; GO:0008270; GO:0009378; GO:0043138 (30)	GO:0003676; GO:0004386; GO:0005524; GO:0006310; GO:0008270; GO:0016787 (14)	GO:0003676; GO:0004386; GO:0005524; GO:0005634; GO:0006260; GO:0006310; GO:0008270; GO:0016787 (2)	GO:0003676; GO:0004386; GO:0005524; GO:0005634; GO:0006260; GO:0006310; GO:0016787 (1)						
OG0003397	GO:0018021; GO:0018064; GO:0030047 (35)	GO:0003779; GO:0005737; GO:0018021; GO:0018064; GO:0030047 (12)								
OG0003398	GO:0004861; GO:0005634; GO:0016301; GO:0016310; GO:0051726; GO:0060255 (29)	GO:0004861; GO:0005634; GO:0051726; GO:0060255 (18)								
OG0003399	GO:0036211 (47)									
OG0003400	GO:0005737; GO:0007165; GO:0009605 (47)									
OG0003401	None									
OG0003402	GO:0001522; GO:0003677; GO:0003723; GO:0004672; GO:0005509; GO:0005524; GO:0006468; GO:0008033; GO:0009982 (35)	GO:0005509 (12)								
OG0003403	GO:0005737; GO:0012505; GO:0019904; GO:0043231 (47)									
OG0003404	None									
OG0003405	GO:0003700; GO:0005634; GO:0008270; GO:0043565 (41)	GO:0003677; GO:0005634; GO:0006355; GO:0008270 (5)	GO:0003700; GO:0005634; GO:0008168; GO:0008270; GO:0032259; GO:0043565 (1)							
OG0003406	GO:0061980 (35)	GO:0047429; GO:0061980 (12)								
OG0003407	GO:0004715; GO:0005737; GO:0006468 (27)	GO:0004715; GO:0005524; GO:0005737; GO:0006468 (13)	GO:0004713; GO:0005524; GO:0005737; GO:0006468 (5)	GO:0004715; GO:0005524; GO:0005737; GO:0006468; GO:0016020 (2)						
OG0003408	None									
OG0003409	GO:0004197; GO:0006508 (5)									
OG0003410	GO:0005789 (46)									
OG0003411	GO:0000938; GO:0005829; GO:0010008; GO:0042147 (45)	GO:0000938; GO:0005829; GO:0006508; GO:0008234; GO:0010008; GO:0042147 (1)								
OG0003412	GO:0005789; GO:0032434; GO:0034976; GO:0061666; GO:0071568; GO:1990592 (30)	GO:0061666; GO:0071569 (8)	GO:0016874; GO:0061666; GO:0071569 (7)	GO:0016874; GO:0042302; GO:0061666; GO:0071569 (1)						
OG0003413	None									
OG0003414	GO:0000413; GO:0003723; GO:0003755; GO:0005634 (25)	GO:0000413; GO:0003755 (21)								
OG0003415	GO:0000463; GO:0000466; GO:0005654; GO:0005730; GO:0030687; GO:0043021 (40)	GO:0005730 (6)								
OG0003416	None									
OG0003417	GO:0000413; GO:0003755; GO:0006457 (25)	GO:0000413; GO:0003755; GO:0005737; GO:0006457; GO:0016018; GO:0043231 (18)	GO:0000413; GO:0003735; GO:0003755; GO:0005840; GO:0006412; GO:0006457; GO:1990904 (3)							
OG0003418	GO:0000978; GO:0000981; GO:0006355 (46)									
OG0003419	GO:0003723; GO:0008519; GO:0016020; GO:0033897 (46)									
OG0003420	None									
OG0003421	GO:0004674; GO:0004725; GO:0005085; GO:0005737; GO:0035556 (46)									
OG0003422	GO:0000245; GO:0004843; GO:0005634; GO:0008270; GO:0016579 (37)	GO:0008270 (9)								
OG0003423	GO:0000309; GO:0004515; GO:0005524; GO:0009435 (38)	GO:0005524; GO:0009435; GO:0070566 (8)								
OG0003424	GO:0000139; GO:0006891; GO:0015031; GO:0017119 (46)									
OG0003425	GO:0006478; GO:0008476; GO:0016020 (29)	GO:0005794; GO:0006478; GO:0008476 (15)	GO:0006478; GO:0008476 (2)							
OG0003426	GO:0003723; GO:0005634; GO:0005737; GO:0006408; GO:0015031 (46)									
OG0003427	GO:0005737; GO:0006007; GO:0006096; GO:0030145; GO:0046537 (40)	GO:0004619; GO:0005737; GO:0006007; GO:0006096; GO:0030145 (5)	GO:0003676; GO:0004386; GO:0004619; GO:0005524; GO:0005737; GO:0006007; GO:0006096; GO:0006310; GO:0016787; GO:0030145; GO:0032392 (1)							
OG0003428	GO:0005524; GO:0006298; GO:0016887; GO:0030983; GO:0032300; GO:0140664 (45)									
OG0003429	GO:0016020 (46)									
OG0003430	GO:0000974; GO:0017070; GO:0036002; GO:0046872; GO:0071006; GO:0071007 (28)	GO:0003723; GO:0005681; GO:0046872 (18)								
OG0003431	None									
OG0003432	None									
OG0003433	GO:0007165; GO:0035591 (46)									
OG0003434	GO:0023041; GO:0030867; GO:0031965 (46)									
OG0003435	GO:0004022; GO:0005739; GO:0046872; GO:0047988 (45)	GO:0004022; GO:0005739; GO:0006486; GO:0016020; GO:0016758; GO:0046872; GO:0047988 (1)								
OG0003436	None									
OG0003437	None									
OG0003438	GO:0000166; GO:0000175; GO:0000176; GO:0000467; GO:0003727; GO:0005730; GO:0071035; GO:0071036; GO:0071037; GO:0071038; GO:0071039; GO:0071040; GO:0071044; GO:0071051 (29)	GO:0000166; GO:0000175; GO:0000176; GO:0000467; GO:0003676; GO:0060255 (9)	GO:0000175; GO:0000176; GO:0000467; GO:0003676; GO:0060255 (8)							
OG0003439	None									
OG0003440	GO:0005681; GO:0005737; GO:0045292 (35)	GO:0016020 (11)								
OG0003441	GO:0060271 (46)									
OG0003442	GO:0005737; GO:0016567; GO:0046872; GO:0061630 (29)	GO:0046872; GO:0061630 (14)	GO:0016020; GO:0046872; GO:0061630 (3)							
OG0003443	GO:0005730; GO:0030490; GO:0030692; GO:0032040 (34)	GO:0005730; GO:0032040; GO:0042254 (12)								
OG0003444	None									
OG0003445	None									
OG0003446	GO:0005347; GO:0005509; GO:0005743; GO:0015866; GO:0015867; GO:0032440 (32)	GO:0005509; GO:0005743; GO:0055085 (14)								
OG0003447	GO:0005524; GO:0005832; GO:0016887; GO:0051082; GO:0140662 (46)									
OG0003448	GO:0016020 (46)									
OG0003449	None									
OG0003450	GO:0005643 (46)									
OG0003451	GO:0006886; GO:0016192; GO:0030131 (46)									
OG0003452	None									
OG0003453	None									
OG0003454	None									
OG0003455	None									
OG0003456	GO:0003729; GO:0005634; GO:0005737; GO:0017148; GO:0036464 (46)									
OG0003457	None									
OG0003458	GO:0004843; GO:0006511; GO:0008270; GO:0016491; GO:0016579 (32)	GO:0004843; GO:0006511; GO:0016579 (8)	GO:0004843; GO:0006511; GO:0008270; GO:0016579 (6)							
OG0003459	GO:0008250; GO:0016757; GO:0018279 (26)	GO:0005789; GO:0018279 (13)	GO:0005789; GO:0016740; GO:0018279 (4)	GO:0005789; GO:0016758; GO:0018279 (1)	GO:0005789; GO:0016757; GO:0018279 (1)					
OG0003460	GO:0005634; GO:0005829; GO:0045892 (46)									
OG0003461	GO:0006364; GO:0042134 (46)									
OG0003462	GO:0005783; GO:0034975; GO:0051087; GO:0051787 (40)	GO:0005789; GO:0006486; GO:0016757 (6)								
OG0003463	GO:0003677; GO:0005634; GO:0030496 (45)	GO:0030496 (1)								
OG0003464	GO:0046486 (29)	GO:0005743; GO:0005758; GO:0016301; GO:0046486 (9)	GO:0005743; GO:0005758; GO:0016301; GO:0016310; GO:0046486 (7)	GO:0005743; GO:0005758; GO:0016301; GO:0016491; GO:0046486 (1)						
OG0003465	GO:0008270; GO:0061630 (46)									
OG0003466	GO:0005730; GO:0006364; GO:0034511 (46)									
OG0003467	GO:0005634; GO:0008420; GO:0017018; GO:0043175; GO:0046872 (40)	GO:0005634; GO:0008420; GO:0043175; GO:0046872 (6)								
OG0003468	GO:0003941; GO:0019344; GO:0030170 (42)	GO:0019344; GO:0030170 (4)								
OG0003469	None									
OG0003470	GO:0015031 (31)	GO:0008104; GO:0015031 (15)								
OG0003471	None									
OG0003472	None									
OG0003473	None									
OG0003474	GO:0005789; GO:0015035; GO:0016972; GO:0034975; GO:0071949 (46)									
OG0003475	GO:0004177; GO:0005737; GO:0005874; GO:0008017 (46)									
OG0003476	GO:0016020 (46)									
OG0003477	None									
OG0003478	GO:0003676; GO:0008270 (46)									
OG0003479	GO:0005739; GO:0016020; GO:0030150; GO:0030943; GO:0045039 (38)	GO:0016020 (8)								
OG0003480	GO:0000413; GO:0003755; GO:0006457; GO:0071013 (30)	GO:0000413; GO:0003755; GO:0006457 (9)	GO:0000413; GO:0003755 (6)	GO:0016853 (1)						
OG0003481	GO:0005604; GO:0005615; GO:0007160 (46)									
OG0003482	None									
OG0003483	GO:0000149; GO:0005484; GO:0005802; GO:0005829; GO:0006886; GO:0006906; GO:0012505; GO:0031090; GO:0031201; GO:0042147; GO:0048193; GO:0048278 (27)	GO:0005794; GO:0016020; GO:0048193 (11)	GO:0005484; GO:0005802; GO:0006886; GO:0031090; GO:0048193 (8)							
OG0003484	GO:0005794; GO:0016020; GO:0070273 (28)	GO:0000139; GO:0005802; GO:0005829; GO:0006890; GO:0007030; GO:0031985; GO:0043001; GO:0048194; GO:0070273 (18)								
OG0003485	GO:0004377; GO:0005789; GO:0006487; GO:0006490 (29)	GO:0004377; GO:0005789; GO:0006486 (11)	GO:0004377; GO:0005789 (4)	GO:0004377; GO:0016020 (1)						
OG0003486	None									
OG0003487	GO:0004827; GO:0005524; GO:0005737; GO:0006433 (40)	GO:0016874 (5)	GO:0004827; GO:0005524; GO:0005829; GO:0006433 (1)							
OG0003488	GO:0000781; GO:0005634; GO:0010485; GO:0016573; GO:0031509; GO:0042393 (28)	GO:0000781; GO:0004402; GO:0005634; GO:0016573; GO:0031509; GO:0042393 (14)	GO:0000781; GO:0004402; GO:0005634; GO:0005737; GO:0016573; GO:0031509; GO:0042393 (2)	GO:0000781; GO:0004402; GO:0005634; GO:0016573; GO:0031509 (2)						
OG0003489	GO:0003735; GO:0005840; GO:0006412 (26)	GO:0003735; GO:0005840; GO:0006412; GO:1990904 (20)								
OG0003490	GO:0001732; GO:0003743; GO:0005852; GO:0016282; GO:0033290 (40)	GO:0001732; GO:0003743; GO:0005852; GO:0016020; GO:0016282; GO:0033290 (6)								
OG0003491	GO:0005524; GO:0005634; GO:0016874; GO:0016925; GO:0061656 (26)	GO:0005524; GO:0016740 (20)								
OG0003492	GO:0003677; GO:0005634; GO:0006351; GO:0006368; GO:0008270 (26)	GO:0003677; GO:0003746; GO:0005634; GO:0006368; GO:0008270 (14)	GO:0003677; GO:0005634; GO:0006368; GO:0008270 (6)							
OG0003493	GO:0005730 (46)									
OG0003494	GO:0005524; GO:0016740 (24)	GO:0000209; GO:0005524; GO:0006281; GO:0016574; GO:0016874; GO:0033503; GO:0043161; GO:0061631 (22)								
OG0003495	GO:0005096 (46)									
OG0003496	GO:0005634; GO:0005737 (46)									
OG0003497	GO:0002128; GO:0002181; GO:0005737; GO:0016020; GO:0106339 (28)	GO:0002128; GO:0002181; GO:0005737; GO:0106339 (10)	GO:0002128; GO:0002181; GO:0005737; GO:0052666 (7)	GO:0002128; GO:0002181; GO:0005737; GO:0016020; GO:0052666 (1)						
OG0003498	GO:0003756; GO:0005788 (26)	GO:0003756; GO:0005783; GO:0005788; GO:0006457; GO:0016757; GO:0034976 (19)	GO:0003756 (1)							
OG0003499	GO:0003714 (46)									
OG0003500	GO:0003677; GO:0003678; GO:0005524; GO:0006289; GO:0006367; GO:0016787 (22)	GO:0000112; GO:0003677; GO:0005524; GO:0005675; GO:0006289; GO:0006367; GO:0016787; GO:0043138; GO:0097550 (21)	GO:0003677; GO:0003678; GO:0003887; GO:0005524; GO:0006260; GO:0006289; GO:0006367; GO:0016787 (1)	GO:0003678; GO:0005524; GO:0006289; GO:0006367; GO:0016787 (1)	GO:0003677; GO:0003678; GO:0003887; GO:0005524; GO:0006261; GO:0006289; GO:0006367; GO:0016787 (1)					
OG0003501	GO:0004029; GO:0043878 (39)	GO:0004029 (5)	GO:0003924; GO:0004029; GO:0005525 (2)							
OG0003502	None									
OG0003503	GO:0005737; GO:0005886; GO:0019901; GO:0043406; GO:0090443; GO:1903358 (32)	GO:0005737; GO:0005886 (14)								
OG0003504	GO:0004674; GO:0005524; GO:0006468; GO:0045292 (39)	GO:0004672; GO:0005524; GO:0006468 (6)	GO:0004674; GO:0005524; GO:0018105; GO:0018107; GO:0045292 (1)							
OG0003505	GO:0003723; GO:0005730; GO:0042254 (46)									
OG0003506	GO:0003677; GO:0005829; GO:0006203; GO:0015020; GO:0035539 (46)									
OG0003507	None									
OG0003508	GO:0000813; GO:0008333; GO:0015031; GO:0036211; GO:0043130 (35)	GO:0015031; GO:0036211 (7)	GO:0005768; GO:0015031; GO:0036211 (4)							
OG0003509	GO:0003677; GO:0006260; GO:0006281; GO:0016491; GO:0031491; GO:0035101; GO:0042393; GO:1902275 (27)	GO:0003677; GO:0005634; GO:0005694; GO:0006260; GO:0006281 (19)								
OG0003510	GO:0000463; GO:0003723; GO:0003724; GO:0005524; GO:0005730; GO:0016787 (18)	GO:0003723; GO:0004386; GO:0005524; GO:0016787 (13)	GO:0003723; GO:0003724; GO:0005524; GO:0016787; GO:0043229 (6)	GO:0003723; GO:0004386; GO:0005524; GO:0016887; GO:0043229 (3)	GO:0003723; GO:0003724; GO:0005524; GO:0016887; GO:0043229 (3)	GO:0003723; GO:0003724; GO:0005524; GO:0016787 (2)	GO:0003723; GO:0004386; GO:0005524; GO:0016787; GO:0043229 (1)			
OG0003511	None									
OG0003512	GO:0005524; GO:0005737; GO:0016887; GO:0051082; GO:0140662 (28)	GO:0005524; GO:0005832; GO:0006457; GO:0016887; GO:0051082; GO:0140662 (18)								
OG0003513	GO:0005524; GO:0005849; GO:0016310; GO:0031124; GO:0051731 (31)	GO:0005524; GO:0005849; GO:0031124; GO:0051731 (14)	GO:0005524; GO:0005849; GO:0006511; GO:0010498; GO:0016310; GO:0031124; GO:0050896; GO:0051731 (1)							
OG0003514	GO:0004617; GO:0006564; GO:0051287 (46)									
OG0003515	None									
OG0003516	GO:0005739; GO:0006790; GO:0008482; GO:0020037; GO:0030151; GO:0043546 (16)	GO:0006790; GO:0008482; GO:0020037; GO:0030151; GO:0043546 (16)	GO:0016491 (6)	GO:0006790; GO:0008482; GO:0030151 (5)	GO:0006790; GO:0016020; GO:0016491; GO:0020037; GO:0030151; GO:0043546 (1)	GO:0006790; GO:0016491; GO:0030151; GO:0043546 (1)	GO:0006790; GO:0008482; GO:0030151; GO:0043546 (1)			
OG0003517	GO:0005524; GO:0016887 (46)									
OG0003518	GO:0003779; GO:0005509; GO:0005576; GO:0005885; GO:0005975; GO:0008061; GO:0034314 (32)	GO:0003779; GO:0005737; GO:0005885; GO:0034314 (13)	GO:0003779; GO:0005509; GO:0005885; GO:0034314 (1)							
OG0003519	GO:0005524; GO:0005737; GO:0016887; GO:0051082; GO:0140662 (26)	GO:0005524; GO:0005832; GO:0006457; GO:0016887; GO:0051082; GO:0140662 (19)	GO:0005524; GO:0005737; GO:0140662 (1)							
OG0003520	GO:0017150; GO:0046872; GO:0050660 (45)	GO:0005737; GO:0005874; GO:0017150; GO:0043015; GO:0046872; GO:0050660 (1)								
